problem,instance,repeat,block,destroy,repair,seed,n_remove,routes_before,routes_after,cost_before,cost_after,gain,relative_gain_pct
cvrp,0,2,2,cluster_removal,greedy_insertion,1924955969066424592,10,8,8,20.7636455329248,20.211381061466877,0.5522644714579243,2.659766420025816
cvrp,0,2,2,cluster_removal,regret_2,13108861631692253034,10,8,8,20.7636455329248,19.75738204252227,1.0062634904025316,4.846275615748231
cvrp,0,2,2,cluster_removal,regret_3,2735208926379505417,10,8,8,20.7636455329248,19.75738204252227,1.0062634904025316,4.846275615748231
cvrp,0,2,2,cluster_removal,greedy_with_noise,10931964955978536597,10,8,8,20.7636455329248,19.88836255639902,0.8752829765257815,4.215459058660243
cvrp,0,2,2,cluster_removal,best_position_first,8851984535348801691,10,8,8,20.7636455329248,19.89574212612648,0.8679034067983231,4.179918239415585
cvrp,0,2,2,cluster_removal,sequential_insertion,8472920723343108001,10,8,8,20.7636455329248,20.117959302412743,0.6456862305120588,3.1096958840305646
cvrp,0,2,2,time_oriented_removal,greedy_insertion,11967058937908748546,10,8,8,20.7636455329248,18.987964344209292,1.7756811887155095,8.551875853880386
cvrp,0,2,2,time_oriented_removal,regret_2,11290078571186437770,10,8,8,20.7636455329248,18.820654241530256,1.942991291394545,9.357659705341986
cvrp,0,2,2,time_oriented_removal,regret_3,8666629631774988840,10,8,8,20.7636455329248,18.820654241530256,1.942991291394545,9.357659705341986
cvrp,0,2,2,time_oriented_removal,greedy_with_noise,2559674285178967538,10,8,8,20.7636455329248,18.973996231382316,1.789649301542486,8.619147821150426
cvrp,0,2,2,time_oriented_removal,best_position_first,17338785705213734130,10,8,8,20.7636455329248,18.995516386333026,1.7681291465917752,8.515504388610672
cvrp,0,2,2,time_oriented_removal,sequential_insertion,13539966738278659932,10,8,8,20.7636455329248,18.995516386333026,1.7681291465917752,8.515504388610672
cvrp,0,3,3,random_removal,greedy_insertion,16786019559304810486,10,8,8,19.98202754572091,19.080092117049478,0.9019354286714325,4.513733286613245
cvrp,0,3,3,random_removal,regret_2,17242645406407024842,10,8,8,19.98202754572091,17.77860963458277,2.203417911138139,11.02699866715975
cvrp,0,3,3,random_removal,regret_3,4396223550741264305,10,8,8,19.98202754572091,17.87024803813612,2.1117795075847923,10.568394537305217
cvrp,0,3,3,random_removal,greedy_with_noise,5568779462698351242,10,8,8,19.98202754572091,19.31959141876815,0.662436126952759,3.3151597125819077
cvrp,0,3,3,random_removal,best_position_first,10733375126800932751,10,8,8,19.98202754572091,19.089750609646224,0.8922769360746869,4.465397387893028
cvrp,0,3,3,random_removal,sequential_insertion,7056851155515606695,10,8,8,19.98202754572091,18.419253648639472,1.5627738970814384,7.82089752156358
cvrp,0,3,3,shaw_removal,greedy_insertion,3735558486569948719,10,8,8,19.98202754572091,19.229025065053754,0.7530024806671562,3.768398772067599
cvrp,0,3,3,shaw_removal,regret_2,7154033351529331719,10,8,8,19.98202754572091,18.93611392374071,1.0459136219802012,5.234271745382417
cvrp,0,3,3,shaw_removal,regret_3,8419008517363948529,10,8,8,19.98202754572091,18.518921022585484,1.4631065231354263,7.322112432222855
cvrp,0,3,3,shaw_removal,greedy_with_noise,10660300007247224774,10,8,8,19.98202754572091,19.58031624283155,0.4017113028893604,2.010363072366926
cvrp,0,3,3,shaw_removal,best_position_first,5343500653012161386,10,8,8,19.98202754572091,19.30189022441217,0.6801373213087416,3.4037452893732545
cvrp,0,3,3,shaw_removal,sequential_insertion,3517017234796056993,10,8,8,19.98202754572091,19.12195254548937,0.8600750002315394,4.304242891586454
cvrp,0,3,3,worst_removal,greedy_insertion,232837343708630302,10,8,8,19.98202754572091,16.676510368681143,3.3055171770397678,16.542451307688413
cvrp,0,3,3,worst_removal,regret_2,6975985700234665892,10,8,8,19.98202754572091,17.10652731533644,2.8755002303844712,14.390432721629647
cvrp,0,3,3,worst_removal,regret_3,4022172628934732406,10,8,8,19.98202754572091,16.998707924573942,2.9833196211469684,14.930014555934473
cvrp,0,3,3,worst_removal,greedy_with_noise,6886445021922023720,10,8,8,19.98202754572091,17.510692060015895,2.4713354857050156,12.367791406804683
cvrp,0,3,3,worst_removal,best_position_first,2030837999760209530,10,8,8,19.98202754572091,16.59282977535728,3.38919777036363,16.961230598890936
cvrp,0,3,3,worst_removal,sequential_insertion,7518195877492474866,10,8,8,19.98202754572091,17.037879048718263,2.9441484970026472,14.733982776603305
cvrp,0,3,3,route_removal,greedy_insertion,3815428294486290603,10,8,8,19.98202754572091,19.349410196649114,0.632617349071797,3.165931723516566
cvrp,0,3,3,route_removal,regret_2,7702798280812836416,10,8,8,19.98202754572091,19.611679487061398,0.3703480586595127,1.853405805852878
cvrp,0,3,3,route_removal,regret_3,12613688285201910542,10,8,8,19.98202754572091,18.450787120869617,1.531240424851294,7.663088349506376
cvrp,0,3,3,route_removal,greedy_with_noise,3703251406332173485,10,8,8,19.98202754572091,19.375640200459003,0.6063873452619077,3.0346637440791824
cvrp,0,3,3,route_removal,best_position_first,14363495124287467910,10,8,8,19.98202754572091,19.34280894506298,0.6392186006579301,3.198967668297589
cvrp,0,3,3,route_removal,sequential_insertion,3688758322355270097,10,8,8,19.98202754572091,19.560634436878317,0.42139310884259373,2.108860614261508
cvrp,0,3,3,cluster_removal,greedy_insertion,10330672703949654827,10,8,8,19.98202754572091,19.34056254759081,0.6414649981301004,3.210209758055649
cvrp,0,3,3,cluster_removal,regret_2,16154692809785901826,10,8,8,19.98202754572091,18.405643459254236,1.5763840864666747,7.889009675618491
cvrp,0,3,3,cluster_removal,regret_3,3047341781436452482,10,8,8,19.98202754572091,18.405643459254236,1.5763840864666747,7.889009675618491
cvrp,0,3,3,cluster_removal,greedy_with_noise,5051805677488249141,10,8,8,19.98202754572091,19.031177247992503,0.9508502977284081,4.7585276096370395
cvrp,0,3,3,cluster_removal,best_position_first,3686697064631323682,10,8,8,19.98202754572091,18.98564229685303,0.996385248867881,4.986407143059183
cvrp,0,3,3,cluster_removal,sequential_insertion,15006373007854021789,10,8,8,19.98202754572091,19.688351513885042,0.29367603183586866,1.469700865760034
cvrp,0,3,3,time_oriented_removal,greedy_insertion,11703126066021671623,10,8,8,19.98202754572091,19.193192883081327,0.7888346626395837,3.9477208247994344
cvrp,0,3,3,time_oriented_removal,regret_2,12769437902013881469,10,8,8,19.98202754572091,18.745889770522627,1.2361377751982836,6.186247978939448
cvrp,0,3,3,time_oriented_removal,regret_3,15866514272631283518,10,8,8,19.98202754572091,18.74978356598931,1.2322439797315994,6.166761490604994
cvrp,0,3,3,time_oriented_removal,greedy_with_noise,2359886960080738180,10,8,9,19.98202754572091,19.41311617755681,0.5689113681641018,2.8471153233192914
cvrp,0,3,3,time_oriented_removal,best_position_first,18134859379658614364,10,8,8,19.98202754572091,19.30649136623482,0.675536179486091,3.3807188882128982
cvrp,0,3,3,time_oriented_removal,sequential_insertion,16759923762443152130,10,8,8,19.98202754572091,19.30649136623482,0.675536179486091,3.3807188882128982
cvrp,0,4,4,random_removal,greedy_insertion,8820711895167545792,10,8,8,19.717087298428066,17.63505498573778,2.082032312690284,10.559532861916543
cvrp,0,4,4,random_removal,regret_2,9759631724219557938,10,8,8,19.717087298428066,17.712586011266485,2.004501287161581,10.166315423888136
cvrp,0,4,4,random_removal,regret_3,10653325276598734015,10,8,8,19.717087298428066,16.85881497576196,2.8582723226661066,14.496422719059428
cvrp,0,4,4,random_removal,greedy_with_noise,16083053607175877148,10,8,8,19.717087298428066,17.432864907058732,2.284222391369333,11.58498898339534
cvrp,0,4,4,random_removal,best_position_first,7196090647770002093,10,8,8,19.717087298428066,17.516703876049462,2.2003834223786036,11.159779277104628
cvrp,0,4,4,random_removal,sequential_insertion,3792794094720572146,10,8,8,19.717087298428066,17.80859436549772,1.908492932930347,9.679385722872468
cvrp,0,4,4,shaw_removal,greedy_insertion,622994000804476958,10,8,8,19.717087298428066,17.08908759413114,2.6279997042969256,13.328539172753176
cvrp,0,4,4,shaw_removal,regret_2,5218898608926908695,10,8,8,19.717087298428066,18.92698692432195,0.7901003741061139,4.007186062259329
cvrp,0,4,4,shaw_removal,regret_3,1932556227949945939,10,8,8,19.717087298428066,17.08908759413114,2.6279997042969256,13.328539172753176
cvrp,0,4,4,shaw_removal,greedy_with_noise,5467890644408434410,10,8,8,19.717087298428066,17.181425493466,2.5356618049620643,12.860225075760649
cvrp,0,4,4,shaw_removal,best_position_first,5849910130988959483,10,8,8,19.717087298428066,17.47383158065789,2.2432557177701753,11.377216542267973
cvrp,0,4,4,shaw_removal,sequential_insertion,9475349939904856148,10,8,8,19.717087298428066,17.690926084257747,2.026161214170319,10.27616900763965
cvrp,0,4,4,worst_removal,greedy_insertion,14560268247283221502,10,8,8,19.717087298428066,17.473715338679277,2.2433719597487887,11.37780609171234
cvrp,0,4,4,worst_removal,regret_2,17378246407439769140,10,8,8,19.717087298428066,17.054949289535948,2.662138008892118,13.501679881005321
cvrp,0,4,4,worst_removal,regret_3,16616368917185367441,10,8,8,19.717087298428066,16.89059722737018,2.8264900710578864,14.335231306112982
cvrp,0,4,4,worst_removal,greedy_with_noise,10577152251384077460,10,8,8,19.717087298428066,17.387206355377952,2.3298809430501137,11.816557424462294
cvrp,0,4,4,worst_removal,best_position_first,5523935355345563985,10,8,8,19.717087298428066,17.56314814542807,2.153939152999996,10.924225877783265
cvrp,0,4,4,worst_removal,sequential_insertion,10046712670140934680,10,8,8,19.717087298428066,16.71992285309464,2.997164445333425,15.200847873571936
cvrp,0,4,4,route_removal,greedy_insertion,5536091037260625490,10,8,8,19.717087298428066,19.79611557540842,-0.07902827698035608,-0.40081111263658387
cvrp,0,4,4,route_removal,regret_2,9269306472661061998,10,8,8,19.717087298428066,19.029605661900945,0.6874816365271208,3.486730195600087
cvrp,0,4,4,route_removal,regret_3,14959970994663314329,10,8,8,19.717087298428066,19.180159398406996,0.5369279000210696,2.72316033242839
cvrp,0,4,4,route_removal,greedy_with_noise,1422656591916013985,10,8,8,19.717087298428066,18.809821548926166,0.9072657495018994,4.601418737818495
cvrp,0,4,4,route_removal,best_position_first,17969726371145873444,10,8,8,19.717087298428066,18.858504755467322,0.8585825429607432,4.354510024557193
cvrp,0,4,4,route_removal,sequential_insertion,443814124074655491,10,8,8,19.717087298428066,19.182175102868502,0.5349121955595635,2.7129371973831504
cvrp,0,4,4,cluster_removal,greedy_insertion,18190492637939287521,10,8,8,19.717087298428066,18.93759718123422,0.7794901171938449,3.9533735657598337
cvrp,0,4,4,cluster_removal,regret_2,14823501235188425420,10,8,8,19.717087298428066,18.54292830075417,1.1741589976738958,5.955032707937064
cvrp,0,4,4,cluster_removal,regret_3,16275280117226785402,10,8,8,19.717087298428066,18.380169133351078,1.3369181650769875,6.7805053801408715
cvrp,0,4,4,cluster_removal,greedy_with_noise,1198982851426112084,10,8,8,19.717087298428066,18.964850081539687,0.7522372168883784,3.8151538586957017
cvrp,0,4,4,cluster_removal,best_position_first,9303909423930044293,10,8,8,19.717087298428066,18.872979444711373,0.8441078537166931,4.28109812032931
cvrp,0,4,4,cluster_removal,sequential_insertion,6407675065350736518,10,8,8,19.717087298428066,18.7378680470306,0.9792192513974669,4.966348409257866
cvrp,0,4,4,time_oriented_removal,greedy_insertion,13693688158476219589,10,8,8,19.717087298428066,17.54585916890787,2.1712281295201947,11.011911123877281
cvrp,0,4,4,time_oriented_removal,regret_2,7398603835421551050,10,8,8,19.717087298428066,17.108372342197843,2.608714956230223,13.230731886236569
cvrp,0,4,4,time_oriented_removal,regret_3,8572763157595083434,10,8,8,19.717087298428066,17.07394780449962,2.6431394939284445,13.405324295232832
cvrp,0,4,4,time_oriented_removal,greedy_with_noise,8337723094174629353,10,8,8,19.717087298428066,18.080357852718816,1.6367294457092498,8.30107115182138
cvrp,0,4,4,time_oriented_removal,best_position_first,4106861510421007413,10,8,8,19.717087298428066,18.11484786038901,1.6022394380390566,8.126146695951356
cvrp,0,4,4,time_oriented_removal,sequential_insertion,3051227881048182668,10,8,8,19.717087298428066,17.180973188271324,2.536114110156742,12.862519051477408
cvrp,0,5,5,random_removal,greedy_insertion,507682098448284557,10,8,8,20.539752461832506,19.688830893012486,0.85092156882002,4.142803426678214
cvrp,0,5,5,random_removal,regret_2,1682491769681088578,10,8,8,20.539752461832506,19.50481930531171,1.0349331565207969,5.038683686397565
cvrp,0,5,5,random_removal,regret_3,7520286627095562561,10,8,8,20.539752461832506,19.50481930531171,1.0349331565207969,5.038683686397565
cvrp,0,5,5,random_removal,greedy_with_noise,3499208123705292554,10,8,8,20.539752461832506,19.92342523532591,0.6163272265065949,3.000655570956222
cvrp,0,5,5,random_removal,best_position_first,17287147215307992733,10,8,8,20.539752461832506,19.948158670858103,0.5915937909744038,2.8802381726543125
cvrp,0,5,5,random_removal,sequential_insertion,14866951073323833580,10,8,8,20.539752461832506,19.92342523532591,0.6163272265065949,3.000655570956222
cvrp,0,5,5,shaw_removal,greedy_insertion,18144600912109781022,10,8,8,20.539752461832506,20.64400725270069,-0.10425479086818257,-0.507575692851759
cvrp,0,5,5,shaw_removal,regret_2,570931133165006950,10,8,8,20.539752461832506,20.27662968479875,0.2631227770337574,1.281041616848591
cvrp,0,5,5,shaw_removal,regret_3,2925232645669998212,10,8,8,20.539752461832506,20.315290579735905,0.22446188209660178,1.0928168804064342
cvrp,0,5,5,shaw_removal,greedy_with_noise,4380359067427827199,10,8,8,20.539752461832506,21.113094542007737,-0.5733420801752303,-2.7913777502461588
cvrp,0,5,5,shaw_removal,best_position_first,15387800439089594275,10,8,8,20.539752461832506,20.7057454032561,-0.16599294142359255,-0.8081545370716852
